facility_name,acq_date,observation_count,max_frp_mw,mean_frp_mw,total_frp_mw,source_class,classification_confidence,evidence_strength,worldcover_context,worldcover_class,association_type,association_confidence,osm_feature_name,osm_industrial,osm_landuse,behavior_state,behavior_score,frp_score,detection_score,frequency_score,previous_active_days,persistence_state,active_days,activity_frequency,median_gap_days,max_gap_days,max_consecutive_active_days,investigation_priority,evidence_summary,reason,decision_interpretation
Reliance Refinery,2026-08-25,1,3.06,3.06,3.06,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Reliance Refinery,refinery,industrial,NORMAL,0.0,0.0,0.0,0.0,46,RECURRING,48,0.2727,2.0,17.0,4,LOW,Thermal point intersects mapped industrial feature: Reliance Refinery; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Reliance Refinery: thermal behaviour is currently within the available historical context.
Reliance Refinery,2026-08-26,1,1.49,1.49,1.49,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Reliance Refinery,refinery,industrial,NORMAL,0.0,0.0,0.0,0.0,47,RECURRING,48,0.2727,2.0,17.0,4,LOW,Thermal point intersects mapped industrial feature: Reliance Refinery; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Reliance Refinery: thermal behaviour is currently within the available historical context.
SHREE DIGVIJAY CEMENT,2026-03-01,1,0.59,0.59,0.59,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,INSUFFICIENT_HISTORY,,,,,0,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: insufficient historical observations for reliable behavioural assessment.
SHREE DIGVIJAY CEMENT,2026-03-02,1,0.63,0.63,0.63,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,INSUFFICIENT_HISTORY,,,,,1,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: insufficient historical observations for reliable behavioural assessment.
SHREE DIGVIJAY CEMENT,2026-03-03,1,0.82,0.82,0.82,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,INSUFFICIENT_HISTORY,,,,,2,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: insufficient historical observations for reliable behavioural assessment.
SHREE DIGVIJAY CEMENT,2026-03-05,1,1.2,1.2,1.2,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,INSUFFICIENT_HISTORY,,,,,3,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: insufficient historical observations for reliable behavioural assessment.
SHREE DIGVIJAY CEMENT,2026-03-09,1,1.25,1.25,1.25,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,INSUFFICIENT_HISTORY,,,,,4,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: insufficient historical observations for reliable behavioural assessment.
SHREE DIGVIJAY CEMENT,2026-03-10,1,0.93,0.93,0.93,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,NORMAL,0.0,0.0,0.0,0.0,5,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: thermal behaviour is currently within the available historical context.
SHREE DIGVIJAY CEMENT,2026-03-17,1,1.21,1.21,1.21,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,NORMAL,24.45,54.32,0.0,0.0,6,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: thermal behaviour is currently within the available historical context.
SHREE DIGVIJAY CEMENT,2026-03-25,1,1.34,1.34,1.34,INDUSTRIAL_ASSOCIATED,HIGH,MEDIUM,BUILT_UP,BUILT_UP,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,SHREE DIGVIJAY CEMENT,,industrial,NORMAL,39.36,87.47,0.0,0.0,7,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point is 0.050 km from mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,peak FRP is well above the site's previous range,SHREE DIGVIJAY CEMENT: thermal behaviour is currently within the available historical context.
SHREE DIGVIJAY CEMENT,2026-03-27,1,1.41,1.41,1.41,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,NORMAL,39.3,87.33,0.0,0.0,8,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,peak FRP is well above the site's previous range,SHREE DIGVIJAY CEMENT: thermal behaviour is currently within the available historical context.
SHREE DIGVIJAY CEMENT,2026-04-10,1,1.1,1.1,1.1,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,SHREE DIGVIJAY CEMENT,,industrial,NORMAL,0.0,0.0,0.0,0.0,9,RECURRING,10,0.2439,2.0,14.0,3,LOW,Thermal point intersects mapped industrial feature: SHREE DIGVIJAY CEMENT; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,SHREE DIGVIJAY CEMENT: thermal behaviour is currently within the available historical context.
Sapar,2026-03-28,1,13.36,13.36,13.36,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Sapar,,,INSUFFICIENT_HISTORY,,,,,0,TRANSIENT,1,1.0,,,1,LOW,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Sapar: insufficient historical observations for reliable behavioural assessment.
Sikka,2026-03-19,1,0.49,0.49,0.49,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Sikka,,,INSUFFICIENT_HISTORY,,,,,0,TRANSIENT,1,1.0,,,1,LOW,Thermal point intersects mapped industrial feature: Sikka; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Sikka: insufficient historical observations for reliable behavioural assessment.
UNKNOWN,2026-03-09,1,5.17,5.17,5.17,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,INSUFFICIENT_HISTORY,,,,,0,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-16,1,8.48,8.48,8.48,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,INSUFFICIENT_HISTORY,,,,,1,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-17,1,12.98,12.98,12.98,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,INSUFFICIENT_HISTORY,,,,,2,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-18,1,26.69,26.69,26.69,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,INSUFFICIENT_HISTORY,,,,,3,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-21,4,6.03,3.475,13.9,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,INSUFFICIENT_HISTORY,,,,,4,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-22,1,11.25,11.25,11.25,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,5,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-25,1,13.79,13.79,13.79,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NO_NEARBY_OSM_FEATURE,NONE,,,,NORMAL,13.94,30.97,0.0,0.0,6,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-26,1,15.39,15.39,15.39,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,16.92,37.61,0.0,0.0,7,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-03-28,1,3.08,3.08,3.08,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,8,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-04-08,1,1.67,1.67,1.67,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,9,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-04-10,1,4.68,4.68,4.68,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,10,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-04-18,1,13.65,13.65,13.65,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,13.33,29.63,0.0,0.0,11,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-04-19,1,9.06,9.06,9.06,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NO_NEARBY_OSM_FEATURE,NONE,,,,NORMAL,0.0,0.0,0.0,0.0,12,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-05-01,2,6.97,4.03,8.06,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,28.29,0.0,80.83,0.0,13,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-05-06,1,6.21,6.21,6.21,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,14,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-21,1,2.53,2.53,2.53,OTHER,LOW,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,15,RECURRING,16,0.1524,3.0,46.0,3,MEDIUM,No strong mapped industrial association; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
Vadinar Refinery,2026-03-19,1,1.01,1.01,1.01,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,INSUFFICIENT_HISTORY,,,,,0,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Vadinar Refinery: insufficient historical observations for reliable behavioural assessment.
Vadinar Refinery,2026-03-20,2,10.85,7.824999999999999,15.649999999999999,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Vadinar Refinery,oil,industrial,INSUFFICIENT_HISTORY,,,,,1,RECURRING,22,0.2821,1.0,27.0,6,LOW,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: insufficient historical observations for reliable behavioural assessment.
Vadinar Refinery,2026-03-26,1,15.67,15.67,15.67,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Vadinar Refinery,oil,industrial,INSUFFICIENT_HISTORY,,,,,2,RECURRING,22,0.2821,1.0,27.0,6,LOW,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: insufficient historical observations for reliable behavioural assessment.
Vadinar Refinery,2026-04-09,1,1.58,1.58,1.58,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,OTHER,BARE_SPARSE_VEGETATION,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,INSUFFICIENT_HISTORY,,,,,3,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Vadinar Refinery: insufficient historical observations for reliable behavioural assessment.
Vadinar Refinery,2026-04-10,1,1.97,1.97,1.97,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,NATURAL,GRASSLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,INSUFFICIENT_HISTORY,,,,,4,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: insufficient historical observations for reliable behavioural assessment.
Vadinar Refinery,2026-04-11,1,1.72,1.72,1.72,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,AGRICULTURAL,CROPLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,5,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-04-12,1,1.92,1.92,1.92,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,6,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-04-14,1,1.82,1.82,1.82,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,7,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-11,1,1.26,1.26,1.26,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,AGRICULTURAL,CROPLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,8,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-12,1,9.71,9.71,9.71,INDUSTRIAL_ASSOCIATED,HIGH,VERY_HIGH,BUILT_UP,BUILT_UP,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,23.63,52.52,0.0,0.0,9,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-13,2,9.88,5.53,11.06,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,NATURAL,GRASSLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,WATCH,53.37,45.71,93.71,0.0,10,RECURRING,22,0.2821,1.0,27.0,6,MEDIUM,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=GRASSLAND,detection count is well above the site's previous range,Vadinar Refinery: industrial-associated thermal activity shows a watch-level deviation from historical behaviour.
Vadinar Refinery,2026-05-14,1,3.17,3.17,3.17,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,OTHER,BARE_SPARSE_VEGETATION,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,11,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-15,1,8.27,8.27,8.27,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,OTHER,BARE_SPARSE_VEGETATION,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,12,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-16,2,10.05,8.345,16.69,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,NATURAL,SHRUBLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,WATCH,46.66,37.58,85.0,0.0,13,RECURRING,22,0.2821,1.0,27.0,6,MEDIUM,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=SHRUBLAND,detection count is well above the site's previous range,Vadinar Refinery: industrial-associated thermal activity shows a watch-level deviation from historical behaviour.
Vadinar Refinery,2026-05-20,1,5.27,5.27,5.27,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Vadinar Refinery,oil,industrial,NORMAL,0.0,0.0,0.0,0.0,14,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point is 0.022 km from mapped industrial feature: Vadinar Refinery; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-21,2,3.31,2.395,4.79,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Vadinar Refinery,oil,industrial,NORMAL,21.0,0.0,60.0,0.0,15,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point is 0.329 km from mapped industrial feature: Vadinar Refinery; WorldCover=TREE_COVER,detection count is above the site's previous range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-22,2,6.76,3.885,7.77,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,NATURAL,SHRUBLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,21.44,0.0,60.0,2.22,16,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=SHRUBLAND,detection count is above the site's previous range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-23,1,16.01,16.01,16.01,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,AGRICULTURAL,CROPLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,WATCH,44.03,95.66,0.0,4.9,17,RECURRING,22,0.2821,1.0,27.0,6,MEDIUM,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=CROPLAND,peak FRP is well above the site's previous range,Vadinar Refinery: industrial-associated thermal activity shows a watch-level deviation from historical behaviour.
Vadinar Refinery,2026-05-24,2,11.06,7.805,15.61,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Vadinar Refinery,oil,industrial,WATCH,41.56,42.4,60.0,7.41,18,RECURRING,22,0.2821,1.0,27.0,6,LOW,No strong mapped industrial association; WorldCover=SHRUBLAND,detection count is above the site's previous range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-05-27,2,6.4,4.575,9.15,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,Vadinar Refinery,oil,industrial,NORMAL,2.21,0.0,0.0,11.05,19,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point is 0.050 km from mapped industrial feature: Vadinar Refinery; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-06-01,1,1.72,1.72,1.72,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,NATURAL,SHRUBLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,3.2,0.0,0.0,16.0,20,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
Vadinar Refinery,2026-06-04,1,2.63,2.63,2.63,INDUSTRIAL_ASSOCIATED,MEDIUM,HIGH,NATURAL,SHRUBLAND,OSM_FEATURE_INTERSECTION,HIGH,Vadinar Refinery,oil,industrial,NORMAL,3.93,0.0,0.0,19.63,21,RECURRING,22,0.2821,1.0,27.0,6,LOW,Thermal point intersects mapped industrial feature: Vadinar Refinery; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Vadinar Refinery: thermal behaviour is currently within the available historical context.
